"","X","Title","ReleaseDate","Popularity","Budget","Revenue","Genre","IMDBRating","IMDBVotes","Director","RottenTomatoesRating","Production"
"2529",2529,"The Reluctant Saint","02 Nov 1962",0.143969,0,0,"Biography, Comedy, Drama","7.2/10","197","Edward Dmytryk",NA,"Davis"
"2530",2530,"Un village presque parfait!","11 Feb 2015",0.349761,5000000,0,"Comedy","5.9/10","487","Stéphane Meunier",NA,"N/A"
"2532",2532,"Flying Leathernecks","28 Aug 1951",0.128012,0,0,"Action, Drama, War","6.4/10","3,689","Nicholas Ray","86%","VidAmerica"
"2533",2533,"Kids Don't Tell","05 Mar 1985",0,0,0,"Drama","6.6/10","83","Sam O'Steen",NA,"Chris-Rose Productions"
"2534",2534,"Le Shift de nuit","'01/01/1979'",0,0,0,"N/A",NA,"N/A","Mario Bolduc",NA,"N/A"
"2535",2535,"Sound/Vision","'27/02/2016'",0.09331,0,0,"Short, Drama",NA,"N/A","Jeremiah Kipp",NA,"N/A"
"2537",2537,"Narcocorrido","'30/08/2011'",0.3608,0,0,"Short, Action, Crime","7.7/10","38","Ryan Prows",NA,"N/A"
"2538",2538,"Black Beauty","29 Jul 1994",0.015327,0,0,"Adventure, Drama, Family","6.6/10","7,773","Caroline Thompson",NA,"N/A"
"2539",2539,"O Delfim","15 Jan 2003",0.06497,0,0,"Drama","6.8/10","300","Fernando Lopes",NA,"N/A"
"2542",2542,"Blonde Ice","24 Jul 1948",0.066453,0,0,"Crime, Drama, Film-Noir","6.1/10","598","Jack Bernhard",NA,"VCI"
"2543",2543,"Die Macht des Lachens","02 Nov 1994",0.001875,0,0,"Documentary",NA,"N/A","Ulla Fels",NA,"N/A"
"2546",2546,"I Love A Mystery","25 Jan 1945",0,0,0,"Mystery","6.4/10","296","Henry Levin",NA,"N/A"
"2547",2547,"A Portrait of the Artist as a Young Man","23 Apr 1979",0.018314,0,0,"Drama","6.4/10","158","Joseph Strick",NA,"N/A"
"2548",2548,"Kasper in de Onderwereld","01 Jan 1979",0.002,0,0,"Drama",NA,"N/A","Jef van der Heyden",NA,"N/A"
"2549",2549,"Home in Mind","01 Oct 2013",0.016875,0,0,"Documentary, Short, Drama",NA,"N/A","Tami Liberman",NA,"N/A"
"2550",2550,"Soul Survivor","13 Dec 2001",0.008014,0,0,"Drama","4.2/10","60","Stephen Williams","0%","N/A"
"2551",2551,"The New Public","01 Oct 2013",0.029145,0,0,"Documentary","9.0/10","24","Jyllian Gunther",NA,"Kino Lorber"
"2552",2552,"Incubus","31 Oct 2006",0.170726,0,0,"Horror, Mystery, Thriller","3.1/10","1,872","Anya Camilleri",NA,"Sony Pictures Entertainment"
"2553",2553,"Zuo ye chang feng","17 Sep 1994",0.01818,0,0,"N/A","6.5/10","11","David Lam",NA,"N/A"
"2554",2554,"El caballo torero","06 Dec 1973",2e-06,0,0,"Comedy, Family",NA,"N/A","Alfredo Zacarías",NA,"N/A"
"2555",2555,"Zaytoun","20 Sep 2013",0.501255,8000000,42330,"Adventure, Drama, Thriller","6.6/10","1,373","Eran Riklis","48%","Strand Releasing"
"2556",2556,"Adormidera","02 Oct 2013",0.215117,0,0,"Action, Adventure, Fantasy","4.2/10","429","Raymond Mizzi",NA,"N/A"
"2557",2557,"La ciociara","'23/12/1960'",0.576728,0,0,"Documentary, Short",NA,"N/A","Stefano Landini",NA,"N/A"
"2558",2558,"Compost Confidential","'01/01/2012'",0.013135,0,0,"Documentary, Animation, Short",NA,"N/A","Caryn Cline",NA,"N/A"
"2559",2559,"Pass the Biscuits Mirandy!","23 Aug 1943",0.004967,0,0,"Animation, Short","6.5/10","17","Shamus Culhane",NA,"N/A"
"2560",2560,"Los guapos del parque","'15/05/1904'",0.001885,0,0,"Short, Comedy","5.0/10","38","Segundo de Chomón",NA,"N/A"
"2562",2562,"Serenades","31 May 2001",0.001879,0,0,"Drama, Romance","6.6/10","79","Mojgan Khadem",NA,"N/A"
"2563",2563,"Hauntings Across America","30 Oct 1996",0.019998,0,0,"Documentary",NA,"N/A","N/A",NA,"N/A"
"2565",2565,"Dennis Miller: Citizen Arcane","02 Mar 1996",0.002823,0,0,"Documentary, Comedy","6.2/10","69","N/A",NA,"N/A"
"2566",2566,"Make","03 Nov 2006",0.01125,0,0,"Comedy","7.3/10","311,568","Larry Charles","91%","20th Century Fox"
"2567",2567,"Hans Dampf","29 Aug 2013",0.172983,67845,0,"Comedy, Music, Romance","7.0/10","49","Christian Mrasek, Jukka Schmidt",NA,"N/A"
"2570",2570,"Marked for Death","05 Oct 1990",1.314291,12000000,46044400,"Action, Adventure, Crime","5.9/10","16,260","Dwight H. Little","22%","Twentieth Century Fox Home Entertainment"
"2571",2571,"Whiteout","11 Sep 2009",0.028042,0,0,"Action, Crime, Mystery","5.5/10","33,424","Dominic Sena","7%","Warner Bros. Pictures"
"2572",2572,"Thais","04 Oct 1917",3.4e-05,0,0,"Short","5.7/10","91","Anton Giulio Bragaglia",NA,"N/A"
"2574",2574,"Convicts 4","07 Feb 1963",0.011907,0,0,"Biography, Drama","6.6/10","299","Millard Kaufman",NA,"Warner Bros."
"2575",2575,"Countdown to Christmas","'01/01/2002'",0.089249,0,0,"Documentary","6.8/10","54","N/A",NA,NA
"2577",2577,"Bedfellows","11 Aug 2008",0.104036,0,0,"Short, Drama, Horror","6.9/10","770","Drew Daywalt",NA,"N/A"
"2578",2578,"Lourdes","17 Feb 2010",0.05836,0,0,"Drama","6.9/10","2,652","Jessica Hausner","93%","Palisades Tartan"
"2579",2579,"The Revelers","18 Apr 1927",0.004229,0,0,"Short, Music","5.3/10","7","N/A",NA,"N/A"
"2580",2580,"True Crime: Safe House","10 May 2012",0.046826,0,0,"Drama","6.2/10","17","John Laing","52%","Universal Pictures"
"2581",2581,"Vida de menina","07 Jun 2003",0.00377,0,0,"Drama","7.2/10","132","Helena Solberg",NA,"N/A"
"2582",2582,"Girl's Diary","25 Mar 1939",0,0,0,"N/A",NA,"N/A","Hiroshi Shimizu",NA,"N/A"
"2583",2583,"Born to Gamble","10 Jul 1935",0.001876,0,0,"Adventure, Drama, Romance","5.8/10","27","Phil Rosen",NA,"N/A"
"2585",2585,"La Madrecita","17 Oct 1974",8e-06,0,0,"Comedy","6.8/10","25","Fernando Cortés",NA,"N/A"
"2586",2586,"Dirty Driving: Thundercars Of Indiana","13 Nov 2008",0.008249,0,0,"N/A","7.4/10","97","Jon Alpert",NA,"N/A"
"2587",2587,"Sky Giant","22 Jul 1938",0.002331,0,0,"Action, Adventure, Drama","6.6/10","112","Lew Landers",NA,"N/A"
"2588",2588,"Four Men and a Prayer","29 Apr 1938",0.014431,0,0,"Adventure, Mystery","6.1/10","510","John Ford",NA,"20th Century Fox"
"2590",2590,"Place of Work","'05/06/1976'",8e-05,0,0,"Documentary, Short","7.5/10","8","Margaret Tait",NA,"N/A"
"2591",2591,"Flor marchita","03 Jul 1969",0.006222,0,0,"Drama","7.0/10","9","Rogelio A. González",NA,"N/A"
"2593",2593,"Lito vilovito","13 Jul 1964",0.029502,0,0,"Comedy, Drama, Romance","7.4/10","62","Obrad Gluscevic",NA,"N/A"
"2595",2595,"Duran Duran: Unstaged","04 Dec 2014",0.05355,0,0,"Documentary, Music","6.8/10","203","David Lynch",NA,"American Express"
"2596",2596,"Angel","05 Oct 1999",0.891188,15000000,0,"Action, Drama, Fantasy","8.0/10","54,637","N/A",NA,NA
"2598",2598,"The Devil's Gravestone","'12/10/2010'",0.082943,0,0,"Horror","5.8/10","65","Jay Mackenzie Roach",NA,"N/A"
"2599",2599,"Changing Our Minds: The Story of Dr. Evelyn Hooker","01 Oct 1992",0.008814,0,0,"Documentary, Biography, History","6.8/10","27","Richard Schmiechen",NA,"N/A"
"2600",2600,"Feast Of The Possessed","01 Sep 2013",0,0,0,"Short, Horror",NA,"N/A","Rick Jenkins",NA,"N/A"
"2601",2601,"Love Finds the Way","26 Jan 1912",0.00198,0,0,"Drama, Romance, Short",NA,"N/A","Tefft Johnson",NA,"N/A"
"2602",2602,"Vinyan","01 Oct 2008",0.278663,0,0,"Drama, Horror, Thriller","5.3/10","4,806","Fabrice Du Welz","56%","Wild Bunch Distribution"
"2603",2603,"FLicKeR","21 Sep 2012",0.137997,0,0,"Comedy, Drama","5.8/10","457","Patrik Eklund",NA,"N/A"
"2604",2604,"$kumbagz","02 Mar 2015",0.000891,0,0,"Crime, Thriller","7.6/10","9","John Miller",NA,"N/A"
"2605",2605,"Tonight Is Ours","21 Jan 1933",0.277673,0,0,"Drama, Romance","7.2/10","65","Stuart Walker",NA,"N/A"
"2607",2607,"Les faux-fuyants","'06/06/2000'",0.00291,0,0,"Comedy, Drama","7.3/10","49","Pierre Boutron",NA,"N/A"
"2608",2608,"Crack-Up","06 Sep 1946",0.135698,0,0,"Crime, Drama, Film-Noir","6.6/10","814","Irving Reis",NA,"RKO Pictures"
"2609",2609,"Sidney Hall","25 Jan 2017",1.662488,0,0,"Drama, Mystery","8.0/10","180","Shawn Christensen","17%","N/A"
"2610",2610,"Colorado Avenue","07 Sep 2007",0.005868,0,0,"Drama","5.7/10","196","Claes Olsson",NA,"N/A"
"2611",2611,"The Last Trail","23 Jan 1927",0.001876,0,0,"Action, Western","7.1/10","7","Lewis Seiler",NA,"N/A"
"2612",2612,"New York Has a New Problem: The Making of Friday the 13th Part VIII","15 Sep 2009",0.152774,0,0,"Documentary, Short","7.8/10","6","N/A",NA,"N/A"
"2613",2613,"Los Ojos","03 Dec 1952",0,0,0,"Drama, Crime","7.0/10","78","José Luis Sáenz de Heredia",NA,"N/A"
"2614",2614,"Out Loud","28 Jul 2013",0.01875,0,0,"Comedy, Drama, Romance","5.4/10","119","Samer Daboul",NA,"Phoenix Eye Pictures"
"2615",2615,"Fire Song","13 Sep 2015",0.097716,0,0,"Drama","6.6/10","14","Adam Garnet Jones","80%","N/A"
"2616",2616,"El secreto de los hombres azules","14 Aug 1961",0.011292,0,0,"Adventure","5.4/10","30","Edmond Agabra",NA,"N/A"
"2617",2617,"Ad un passo dall'aurora","'01/09/1989'",0.000567,0,0,"N/A","5.7/10","20","Mario Bianchi",NA,"N/A"
"2618",2618,"Toomelah","13 May 2011",0.012571,0,0,"Crime, Drama","6.3/10","239","Ivan Sen","100%","N/A"
"2619",2619,"The Real Middle Earth","01 Jun 2007",5e-06,0,0,"N/A","8.3/10","10","N/A",NA,"N/A"
"2620",2620,"Are You Lonesome Tonight?","22 Jan 1992",0.085919,0,0,"Action, Drama, Romance","5.1/10","161","E.W. Swackhamer",NA,"Mahoney Company"
"2621",2621,"Sapno Ki Rani","01 Jan 1988",0.201009,0,0,"Romance",NA,"N/A","Shashilal K. Nair",NA,"N/A"
"2622",2622,"CUBA LIBRE","13 Jan 2006",0,0,0,"Comedy","4.4/10","59","Raimundo García",NA,"IndieFlix"
"2623",2623,"The Jolly Jilter","13 Mar 1927",0.002075,0,0,"Comedy, Short",NA,"N/A","Edward F. Cline",NA,"N/A"
"2625",2625,"Miami Connection","18 Aug 1988",0.055582,0,0,"Action, Crime, Thriller","6.0/10","2,912","Woo-sang Park, Y.K. Kim","71%","Drafthouse Films"
"2626",2626,"Milk","30 Jan 2009",0.004205,0,0,"Biography, Drama, History","7.6/10","144,838","Gus Van Sant","94%","Focus Features"
"2627",2627,"L'assassinat du ministre Plehve","'01/01/1904'",0.00276,0,0,"Short","6.3/10","13","Lucien Nonguet",NA,"N/A"
"2628",2628,"Before You Know It","30 May 2014",0.267961,0,0,"Documentary, Biography, Drama","6.3/10","209","PJ Raval","79%","The Film Collaborative"
"2629",2629,"App","09 May 2014",2e-06,0,0,"Thriller","5.5/10","2,017","Bobby Boermans",NA,"RAM Releasing"
"2630",2630,"Talking Feet","08 Nov 1937",0.047931,0,0,"Musical","5.8/10","13","John Baxter",NA,"N/A"
"2631",2631,"Blood Cabin","'23/02/2012'",0.022247,0,0,"Short, Drama, Horror",NA,"N/A","Steven Stiller",NA,"N/A"
"2632",2632,"Renaissance","15 Mar 2006",4e-04,0,0,"Animation, Action, Sci-Fi","6.7/10","14,679","Christian Volckman","49%","Miramax"
"2633",2633,"Altamira","'01/04/2016'",0.530446,9500000,0,"Short",NA,"N/A","Paraskevi Memou",NA,"N/A"
"2635",2635,"The Pretender 2001","22 Jan 2001",0.129667,0,0,"Action, Crime, Mystery","7.7/10","1,904","Frederick King Keller",NA,"N/A"
"2636",2636,"DeKronos - Il Demone del Tempo","07 Dec 2005",0.018689,0,0,"Mystery","4.1/10","15","Rachel Griffiths",NA,"N/A"
"2637",2637,"Interstellar Wars","12 Mar 2016",1.342655,0,0,"Sci-Fi","1.7/10","241","Marlene Mc'Cohen",NA,"N/A"
"2638",2638,"Zero","01 Aug 2010",0.034137,0,0,"Animation, Short, Drama","7.5/10","1,114","Christopher Kezelos",NA,"N/A"
"2639",2639,"CottonDreams","29 Sep 2014",0.0225,0,0,"Documentary, Short","7.4/10","8","Sandeep Rampal Balhara",NA,"N/A"
"2640",2640,"Slug","01 Sep 2009",0.039375,0,0,"Short, Comedy, Crime","7.0/10","5","Nathaniel Lyman",NA,"N/A"
"2641",2641,"Streetsweeper","15 Jul 2007",0.032388,0,0,"Drama","5.5/10","11","Neil Mansfield",NA,"N/A"
"2642",2642,"Tijd om gelukkig te zijn","'04/01/1982'",2e-06,0,0,"Drama","5.8/10","11","Frans Buyens",NA,"N/A"
"2643",2643,"m","31 Aug 1931",0.005626,0,0,"Crime, Drama, Mystery","8.4/10","109,314","Fritz Lang","100%","Foremco"
"2644",2644,"Exit Strategy","10 Feb 2012",0.155472,0,0,"Comedy, Romance","3.5/10","296","Michael Whitton",NA,"Ask Around Entertainment"
"2646",2646,"Caligola","28 May 2004",2.499932,17500000,23438120,"Drama",NA,"N/A","Flavio Sciolè",NA,"N/A"
"2647",2647,"Kong Haakons Ankomst til Trondhjem","'03/11/1906'",0.005427,0,0,"Documentary, Short",NA,"N/A","Peter Elfelt",NA,"N/A"
"2648",2648,"Late One Night","'29/09/2001'",0.001887,0,0,"Short, Drama","6.5/10","127","Dave Christiano",NA,"N/A"
"2651",2651,"A Small Town Idol","'12/02/1921'",0.109085,0,0,"Short, Comedy","5.7/10","15","N/A",NA,"N/A"
"2652",2652,"Taking Lives","19 Mar 2004",2.265242,45000000,65470529,"Crime, Mystery, Thriller","6.2/10","68,845","D.J. Caruso","22%","Warner Bros."
"2653",2653,"Queen","07 Mar 2014",0.180323,0,0,"Adventure, Comedy, Drama","8.3/10","47,784","Vikas Bahl",NA,"Viva Entertainment"
"2654",2654,"Alles Sal Regkom!","25 Jul 1951",0.009549,0,0,"Comedy",NA,"N/A","Hyman Kirstein",NA,"N/A"
"2655",2655,"Enrique Blanco","'01/01/1973'",0.000216,0,0,"Drama",NA,"N/A","Jeronimo Mitchell",NA,"N/A"
"2656",2656,"Anatomy of the Assassin","23 Mar 2001",0.25,0,0,"N/A",NA,"N/A","LaMonte Fritts",NA,"N/A"
"2657",2657,"Cheap","'01/06/2005'",0.010179,10,0,"Crime, Drama, Horror","7.1/10","156","Brad Jones",NA,"N/A"
"2658",2658,"Os Flagelados do Vento Leste","'01/01/1988'",0.000486,0,0,"N/A",NA,"N/A","Antonio Faria",NA,"N/A"
"2661",2661,"His Mistake","14 Feb 1912",0.001875,0,0,"Drama, Short",NA,"N/A","Lloyd B. Carleton",NA,"N/A"
"2662",2662,"Love-Struck","01 Jun 1997",0.135617,0,0,"Comedy, Romance, Drama","5.6/10","104","Larry Peerce",NA,"N/A"
"2663",2663,"The Family Secret","24 Oct 1951",0.28142,0,0,"Crime, Drama","6.3/10","76","Henry Levin",NA,"N/A"
"2664",2664,"Shell","15 Mar 2013",0.358681,0,0,"Drama","6.4/10","1,176","Scott Graham","89%","N/A"
"2665",2665,"Partners","'05/06/2009'",0.00753,0,0,"Comedy, Romance","6.3/10","3,771","N/A",NA,NA
"2666",2666,"LOVE: As You Like It","01 Dec 2012",0.015011,0,0,"Comedy, Romance","7.8/10","38","Marika Sonja Cotter",NA,"N/A"
"2667",2667,"La Diagonale Du Fou","19 Aug 2003",0.400505,0,0,"Documentary",NA,"N/A","Eric Axelson",NA,"N/A"
"2668",2668,"Creepy Campfire Stories","19 Oct 2015",0.080433,0,0,"Horror",NA,"N/A","Pascal Dieckmeyer, Daniel Konze, Alex Lotz",NA,"N/A"
"2669",2669,"Djinns","14 Oct 2016",0.346446,0,0,"Documentary","7.5/10","8","Jordi Esteva",NA,"N/A"
"2670",2670,"Hayabusa","01 Oct 2011",0.314244,0,0,"Adventure","6.1/10","71","Yukihiko Tsutsumi",NA,"N/A"
"2671",2671,"The Charnel House","04 Nov 2016",0.00375,0,0,"Horror, Thriller","4.7/10","622","Craig Moss",NA,"Siegal Entertainment"
"2673",2673,"PASSER PASSER","'20/01/2014'",0.022517,0,0,"Animation, Short, Musical","5.9/10","22","Louis Morton",NA,"N/A"
"2674",2674,"An Exercise in Discipline: Peel","13 May 1986",0.00428,0,0,"Short","6.4/10","642","Jane Campion",NA,"N/A"
"2675",2675,"Jake Speed","30 May 1986",0.003785,0,1,"Action, Adventure, Comedy","5.3/10","626","Andrew Lane",NA,"New World"
"2676",2676,"The Great Race","01 Jul 1965",1.87924,12000000,25333333,"Action, Adventure, Comedy","7.3/10","13,330","Blake Edwards","74%","Warner Home Video"
"2677",2677,"Firestarter","11 May 1984",2.53872,15000000,17080167,"Action, Horror, Sci-Fi","6.0/10","24,264","Mark L. Lester","39%","MCA Universal Home Video"
"2678",2678,"Natasha","26 Apr 2001",0.3726,0,0,"Drama, Comedy, Crime","6.6/10","1,130","Ljubisa Samardzic",NA,"N/A"
"2680",2680,"Der Preis der Wahrheit","17 Dec 2003",0.004334,0,0,"Drama","3.5/10","6","Christine Kabisch",NA,"N/A"
"2681",2681,"Leidi","01 May 2014",0.135626,0,0,"Short, Drama","7.5/10","35","Simón Mesa Soto",NA,"N/A"
"2682",2682,"Son of a Gun","11 Dec 2014",0.004,0,0,"Action, Crime, Drama","6.5/10","21,464","Julius Avery","63%","A24"
"2683",2683,"Interceptors","09 May 2008",0.014577,0,0,"Documentary","7.8/10","70","N/A",NA,NA
"2684",2684,"Two Guys","09 Jul 2004",0.008657,0,0,"Action, Comedy","6.9/10","330","Hun-Su Park",NA,"N/A"
"2685",2685,"Salute","17 Jul 2008",0.002111,0,0,"Documentary, Sport","7.6/10","301","Matt Norman","100%","Arrow Films"
"2687",2687,"A Mother's Love","05 Jun 2002",0.042876,0,0,"Family","7.0/10","258","Kamal Tabrizi",NA,"N/A"
"2688",2688,"Rise of the Black Bat","01 Apr 2012",0.031221,0,0,"Action, Sci-Fi","1.3/10","484","Scott Patrick",NA,"TomCat Films LLC"
"2689",2689,"Temptress","02 Oct 2010",0.387079,0,0,"Horror, Thriller","4.4/10","216","Lawrence Lanoff",NA,"Motion Picture Corporation of America"
"2691",2691,"Everything Is Rhythm","07 Aug 1940",0.005264,0,0,"Musical","7.1/10","18","Alfred J. Goulding",NA,"N/A"
"2692",2692,"Which Is Witch?","02 May 1958",0.001913,0,0,"Animation, Short, Romance","5.5/10","20","Seymour Kneitel",NA,"N/A"
"2694",2694,"Entente cordiale","20 Sep 1912",0.001875,0,0,"Short, Comedy, Fantasy","6.7/10","43","Max Linder",NA,"N/A"
"2695",2695,"Dealer","15 Oct 2004",0.231787,0,0,"Drama","7.1/10","808","Benedek Fliegauf",NA,"N/A"
"2696",2696,"Racer Legend","25 Nov 2011",0.026458,0,0,"Action","4.8/10","9","Zhixia Han, Yee Man Law",NA,"N/A"
"2699",2699,"Ridin' the Trail","27 Jul 1940",0.011005,0,0,"Music, Western",NA,"N/A","Bernard B. Ray",NA,"C.C. Burr Productions Inc."
"2700",2700,"Intrusion: Disconnected","03 Oct 2016",0.030938,0,0,"Horror, Thriller",NA,"N/A","Kyle Cates",NA,"N/A"
"2701",2701,"Dumbbells","10 Jan 2014",0.292541,0,0,"Comedy","3.5/10","606","Christopher Livingston","14%","GoDigital"
"2702",2702,"Our Mr. Sun","19 Nov 1956",0.019182,0,0,"Animation","7.5/10","130","Frank Capra, William T. Hurtz",NA,"N/A"
"2703",2703,"The Fourth Annual 'On Cinema' Oscar Special","28 Feb 2016",0.056253,0,0,"Comedy","8.9/10","23","Eric Notarnicola",NA,"N/A"
"2705",2705,"The Signal","10 Jul 2014",1.999506,4000000,600896,"Sci-Fi, Thriller","6.1/10","52,821","William Eubank","60%","Focus Features"
"2706",2706,"Confetti","05 May 2006",0.485301,0,0,"Comedy, Music, Romance","5.8/10","4,603","Debbie Isitt","57%","Fox Searchlight"
"2707",2707,"The Comedian","03 Feb 2017",2.759062,15000000,0,"Comedy","5.7/10","3,472","Taylor Hackford","25%","Sony Pictures Classics"
"2708",2708,"Never Sock a Baby","03 Nov 1939",0.01455,0,0,"Animation, Comedy, Short","6.6/10","55","Dave Fleischer, William Henning",NA,"N/A"
"2709",2709,"Hollywood Man","06 Mar 1978",0.042786,0,0,"Action, Crime, Drama","5.2/10","156","Jack Starrett",NA,"Monterey Films"
"2710",2710,"Kanjon opasnih igara","'01/01/1998'",0.014264,0,0,"Adventure","6.9/10","43","Vladimir Tadej",NA,"N/A"
"2711",2711,"Sin Ruta","10 Aug 2012",0.111123,0,0,"Short, Drama","7.1/10","14","Luis Fernando Midence",NA,"N/A"
"2712",2712,"Costa!","01 Mar 2001",0.003458,2498210,4810190,"Comedy, Romance","4.5/10","2,190","Johan Nijenhuis",NA,"N/A"
"2713",2713,"My Friend's Rubber Ducky","08 Apr 2016",0.069742,0,0,"Comedy",NA,"N/A","Josh Hyde",NA,"N/A"
"2714",2714,"The Kissing Bandit","01 Jan 1949",0.006987,0,0,"Comedy, Musical, Western","5.0/10","375","Laslo Benedek",NA,"WARNER BROTHERS PICTURES"
"2715",2715,"Labirynt","13 Feb 1989",0.006041,0,0,"Horror","6.2/10","20","Andrzej Stefan Kaluszko",NA,"N/A"
"2717",2717,"The Sleuth","30 Jun 1925",0.005231,0,0,"Comedy, Short","5.9/10","65","Joe Rock, Harry Sweet",NA,"N/A"
"2718",2718,"Schizoid","01 Sep 1980",0.034691,0,0,"Drama, Horror, Mystery","5.0/10","523","David Paulsen",NA,"Golan-Globus Productions"
"2719",2719,"Cars 3","16 Jun 2017",12.566196,175000000,153302564,"Animation, Adventure, Comedy","7.1/10","16,286","Brian Fee","68%","Walt Disney Pictures"
"2720",2720,"King's X: Live Love in London","01 Nov 2010",0.012374,0,0,"Music",NA,"N/A","N/A",NA,"N/A"
"2721",2721,"Charlotte Church Enchantment","'18/09/2001'",0.001909,0,0,"Documentary, Music","8.0/10","28","N/A",NA,"N/A"
"2722",2722,"Cleopatra","31 Jul 1963",2.117736,31115000,71000000,"Biography, Drama, History","7.0/10","23,548","Joseph L. Mankiewicz, Rouben Mamoulian, Darryl F. Zanuck","56%","20th Century Fox"
"2723",2723,"Embrasse-moi","15 Mar 1989",0.144395,0,0,"Drama","6.6/10","31","Michèle Rosier",NA,"N/A"
"2726",2726,"Lions for Breakfast","07 May 1975",8e-05,0,0,"Comedy","5.6/10","14","William Davidson",NA,"N/A"
"2727",2727,"No Nukes","25 Feb 1983",8.4e-05,0,0,"Documentary, Music","6.6/10","121","Danny Goldberg, Anthony Potenza, Julian Schlossberg",NA,"Muse"
"2728",2728,"Airfoiled","'NaT'",0,0,0,"Short, Adventure, Comedy","8.2/10","6","Michael Matzur",NA,"N/A"
"2729",2729,"Fortunata y Jacinta","07 May 1980",0.003,0,0,"N/A","8.2/10","79","N/A",NA,NA
"2731",2731,"Mrs. Harris","25 Feb 2006",0.346359,0,0,"Drama","6.0/10","1,326","Phyllis Nagy","33%","Killer Films"
"2732",2732,"Ernani","18 Dec 1982",0.013125,0,0,"Drama, Music","7.6/10","18","Preben Montel",NA,"N/A"
"2733",2733,"The Law Rides Again","06 Aug 1943",0.107796,0,0,"Western","6.0/10","78","Alan James",NA,"Monogram"
"2734",2734,"Imaginary","13 Aug 2004",3e-06,0,0,"Animation, Comedy, Family","7.7/10","14,351","N/A",NA,NA
"2736",2736,"Night at the Late Nite","'NaT'",0,0,0,"Short, Comedy, Horror",NA,"N/A","Nathan Hoffman",NA,"N/A"
"2737",2737,"Filme da Treta","12 Oct 2006",0.126196,0,0,"Comedy","6.1/10","998","José Sacramento",NA,"N/A"
"2738",2738,"Nowhere Fast","12 Feb 2004",0.015,0,0,"N/A","4.7/10","31","Cinqué Lee",NA,"N/A"
"2739",2739,"Relatively Free","21 Dec 2016",0.44342,0,0,"Documentary, Short","8.5/10","6","Alex Winter",NA,"N/A"
"2740",2740,"Wilde Wellen - Nichts bleibt verborgen","25 Aug 2011",0.025344,0,0,"Drama","4.3/10","10","N/A",NA,NA
"2741",2741,"Scrooge","19 Dec 1970",0.776475,0,0,"Drama, Family, Fantasy","7.5/10","7,049","Ronald Neame","75%","National General Pictures"
"2744",2744,"The Week That Changed The World","'14/10/2004'",0.00375,0,0,"Documentary, Biography, History",NA,"N/A","Kevin McLaughlin",NA,"N/A"
"2745",2745,"Fast & Furious 9","19 Apr 2019",1.686157,0,0,"Action, Adventure, Crime",NA,"N/A","N/A",NA,"N/A"
"2746",2746,"Goodbye Blue Sky","13 Mar 2017",0.184593,0,0,"Short, Action, Drama","7.0/10","16","Brandon Zuck",NA,"N/A"
"2747",2747,"Mitfahrgelegenheit","07 Jun 2008",0.011537,0,0,"Comedy","5.3/10","34","Alexander Schulz",NA,"N/A"
"2748",2748,"Cry in the Wild: The Taking of Peggy Ann","06 May 1991",0.020802,0,0,"Crime, Drama","6.6/10","220","Charles Correll",NA,"N/A"
"2749",2749,"Slightly Married","15 Oct 1932",0.014537,0,0,"Comedy, Romance","7.0/10","17","Richard Thorpe",NA,"N/A"
"2750",2750,"Mix Tape","06 Sep 2003",0.011474,0,0,"Comedy","8.4/10","10","Jefferson Root",NA,"N/A"
